timestamp,mq35,mq36,mq37,temp_C,humidity,label
2026-02-25 00:38:00,197,171,137,29.8,79,MODERATE
2026-02-25 00:39:00,150,194,151,29.2,75,MODERATE
2026-02-25 00:40:00,212,176,153,30.9,74,MODERATE
2026-02-25 00:41:00,228,135,148,30.8,72,MODERATE
2026-02-25 00:42:00,246,241,191,29.2,68,MODERATE
2026-02-25 00:43:00,117,174,150,29.8,70,MODERATE
2026-02-25 00:44:00,207,117,131,30.0,84,MODERATE
2026-02-25 00:45:00,216,191,188,27.4,74,MODERATE
2026-02-25 00:46:00,190,210,164,29.6,66,MODERATE
2026-02-25 00:47:00,248,252,129,28.3,73,MODERATE
2026-02-25 00:48:00,251,160,75,31.7,77,MODERATE
2026-02-25 00:49:00,150,158,207,31.9,78,MODERATE
2026-02-25 00:50:00,212,182,156,31.3,65,MODERATE
2026-02-25 00:51:00,187,215,158,31.8,67,MODERATE
2026-02-25 00:52:00,217,147,160,26.0,68,MODERATE
2026-02-25 00:53:00,162,204,181,25.5,81,MODERATE
2026-02-25 00:54:00,319,181,140,34.6,62,MODERATE
2026-02-25 00:55:00,220,186,200,29.7,68,MODERATE
2026-02-25 00:56:00,181,168,129,29.1,68,MODERATE
2026-02-25 00:57:00,160,223,145,26.5,70,MODERATE
2026-02-25 00:58:00,222,118,169,26.9,83,MODERATE
2026-02-25 00:59:00,240,166,137,28.8,76,MODERATE
2026-02-25 01:00:00,218,172,161,27.8,69,MODERATE
2026-02-25 01:01:00,136,214,168,27.5,85,MODERATE
2026-02-25 01:02:00,223,143,185,29.8,74,MODERATE
2026-02-25 01:03:00,202,195,152,30.1,58,MODERATE
2026-02-25 01:04:00,202,240,136,27.8,68,MODERATE
2026-02-25 01:05:00,171,102,153,29.3,71,MODERATE
2026-02-25 01:06:00,214,181,190,28.6,67,MODERATE
2026-02-25 01:07:00,208,200,202,27.7,72,MODERATE
2026-02-25 01:08:00,233,145,160,26.1,59,MODERATE
2026-02-25 01:09:00,234,166,166,29.0,65,MODERATE
2026-02-25 01:10:00,218,136,201,26.3,70,MODERATE
2026-02-25 01:11:00,178,199,150,28.0,77,MODERATE
2026-02-25 01:12:00,221,198,130,26.2,72,MODERATE
2026-02-25 01:13:00,207,201,157,29.4,60,MODERATE
2026-02-25 01:14:00,295,174,180,27.3,74,MODERATE
2026-02-25 01:15:00,167,195,149,29.1,76,MODERATE
2026-02-25 01:16:00,170,156,173,33.2,71,MODERATE
2026-02-25 01:17:00,243,176,218,25.5,72,MODERATE
2026-02-25 01:18:00,154,92,168,29.3,70,MODERATE
2026-02-25 01:19:00,215,288,152,30.0,67,MODERATE
2026-02-25 01:20:00,231,171,147,32.6,80,MODERATE
2026-02-25 01:21:00,225,99,149,34.4,70,MODERATE
2026-02-25 01:22:00,264,230,166,27.3,54,MODERATE
2026-02-25 01:23:00,247,151,165,26.5,70,MODERATE
2026-02-25 01:24:00,221,189,126,31.4,67,MODERATE
2026-02-25 01:25:00,153,176,161,29.3,81,MODERATE
2026-02-25 01:26:00,210,175,126,30.6,73,MODERATE
2026-02-25 01:27:00,203,113,203,26.5,67,MODERATE
2026-02-25 01:28:00,234,138,115,24.8,77,MODERATE
2026-02-25 01:29:00,198,282,130,27.2,68,MODERATE
2026-02-25 01:30:00,229,163,178,27.0,62,MODERATE
2026-02-25 01:31:00,148,102,144,28.4,67,MODERATE
2026-02-25 01:32:00,269,222,149,25.4,68,MODERATE
2026-02-25 01:33:00,196,157,139,27.7,69,MODERATE
2026-02-25 01:34:00,194,187,170,27.2,80,MODERATE
2026-02-25 01:35:00,180,123,171,27.4,74,MODERATE
2026-02-25 01:36:00,123,228,180,26.0,61,MODERATE
2026-02-25 01:37:00,286,154,134,24.5,69,MODERATE
2026-02-25 01:38:00,210,205,118,26.0,75,MODERATE
2026-02-25 01:39:00,260,125,192,29.1,79,MODERATE
2026-02-25 01:40:00,217,91,155,31.1,65,MODERATE
2026-02-25 01:41:00,204,173,73,32.3,65,MODERATE
2026-02-25 01:42:00,240,176,197,29.8,70,MODERATE
2026-02-25 01:43:00,184,207,103,30.3,64,MODERATE
2026-02-25 01:44:00,270,185,179,29.2,59,MODERATE
2026-02-25 01:45:00,185,203,164,31.4,74,MODERATE
2026-02-25 01:46:00,181,152,163,24.4,83,MODERATE
2026-02-25 01:47:00,237,222,112,31.5,87,MODERATE
2026-02-25 01:48:00,167,206,160,25.9,75,MODERATE
2026-02-25 01:49:00,253,158,194,25.7,61,MODERATE
2026-02-25 01:50:00,225,180,138,30.6,75,MODERATE
2026-02-25 01:51:00,254,175,178,28.1,86,MODERATE
2026-02-25 01:52:00,187,253,161,26.2,81,MODERATE
2026-02-25 01:53:00,225,209,196,29.7,67,MODERATE
2026-02-25 01:54:00,259,180,180,24.7,75,MODERATE
2026-02-25 01:55:00,194,237,178,29.5,75,MODERATE
2026-02-25 01:56:00,180,236,219,29.8,83,MODERATE
2026-02-25 01:57:00,197,152,161,29.9,69,MODERATE
2026-02-25 01:58:00,241,190,130,30.0,78,MODERATE
2026-02-25 01:59:00,226,220,123,29.9,63,MODERATE
2026-02-25 02:00:00,313,275,222,30.9,83,HAZARDOUS
2026-02-25 02:01:00,430,292,190,34.3,79,HAZARDOUS
2026-02-25 02:02:00,376,334,279,34.2,87,HAZARDOUS
2026-02-25 02:03:00,328,429,279,31.7,90,HAZARDOUS
2026-02-25 02:04:00,394,331,394,31.4,83,HAZARDOUS
2026-02-25 02:05:00,386,368,194,28.1,81,HAZARDOUS
2026-02-25 02:06:00,281,286,295,30.2,76,HAZARDOUS
2026-02-25 02:07:00,384,357,185,33.6,89,HAZARDOUS
2026-02-25 02:08:00,437,377,380,31.3,85,HAZARDOUS
2026-02-25 02:09:00,355,310,346,29.3,79,HAZARDOUS
2026-02-25 02:10:00,462,366,251,33.7,87,HAZARDOUS
2026-02-25 02:11:00,470,314,321,37.3,88,HAZARDOUS
2026-02-25 02:12:00,382,349,251,36.8,86,HAZARDOUS
2026-02-25 02:13:00,363,264,324,33.7,82,HAZARDOUS
2026-02-25 02:14:00,414,227,279,32.9,95,HAZARDOUS
2026-02-25 02:15:00,333,239,225,29.3,93,HAZARDOUS
2026-02-25 02:16:00,472,327,331,32.3,84,HAZARDOUS
2026-02-25 02:17:00,360,292,192,32.5,84,HAZARDOUS
2026-02-25 02:18:00,424,315,261,30.3,85,HAZARDOUS
2026-02-25 02:19:00,424,247,274,32.5,80,HAZARDOUS
2026-02-25 02:20:00,344,322,213,32.7,79,HAZARDOUS
2026-02-25 02:21:00,443,438,226,33.1,80,HAZARDOUS
2026-02-25 02:22:00,442,240,294,30.3,83,HAZARDOUS
2026-02-25 02:23:00,318,355,228,33.1,82,HAZARDOUS
2026-02-25 02:24:00,373,318,231,32.4,94,HAZARDOUS
2026-02-25 02:25:00,333,374,344,30.4,76,HAZARDOUS
2026-02-25 02:26:00,398,279,363,32.1,80,HAZARDOUS
2026-02-25 02:27:00,311,369,241,32.1,90,HAZARDOUS
2026-02-25 02:28:00,350,307,269,33.4,88,HAZARDOUS
2026-02-25 02:29:00,366,313,251,29.0,86,HAZARDOUS
2026-02-25 02:30:00,493,261,231,30.3,89,HAZARDOUS
2026-02-25 02:31:00,406,301,224,32.2,75,HAZARDOUS
2026-02-25 02:32:00,388,357,207,28.9,94,HAZARDOUS
2026-02-25 02:33:00,343,372,262,31.7,87,HAZARDOUS
2026-02-25 02:34:00,326,317,250,29.4,87,HAZARDOUS
2026-02-25 02:35:00,364,301,209,35.2,90,HAZARDOUS
2026-02-25 02:36:00,437,293,183,35.9,84,HAZARDOUS
2026-02-25 02:37:00,335,332,328,32.0,92,HAZARDOUS
2026-02-25 02:38:00,444,250,236,33.9,68,HAZARDOUS
2026-02-25 02:39:00,371,231,246,31.4,82,HAZARDOUS
2026-02-25 02:40:00,346,249,384,35.7,78,HAZARDOUS
2026-02-25 02:41:00,474,288,276,31.9,81,HAZARDOUS
2026-02-25 02:42:00,439,316,246,29.4,79,HAZARDOUS
2026-02-25 02:43:00,281,310,210,31.5,93,HAZARDOUS
2026-02-25 02:44:00,451,308,265,35.8,88,HAZARDOUS
2026-02-25 02:45:00,360,231,289,33.7,81,HAZARDOUS
2026-02-25 02:46:00,397,290,260,27.0,83,HAZARDOUS
2026-02-25 02:47:00,438,275,272,30.5,87,HAZARDOUS
2026-02-25 02:48:00,367,258,336,33.9,81,HAZARDOUS
2026-02-25 02:49:00,409,339,302,28.6,91,HAZARDOUS
2026-02-25 02:50:00,345,290,401,32.6,82,HAZARDOUS
2026-02-25 02:51:00,247,386,202,30.0,83,HAZARDOUS
2026-02-25 02:52:00,464,352,262,32.6,81,HAZARDOUS
2026-02-25 02:53:00,388,314,318,33.9,87,HAZARDOUS
2026-02-25 02:54:00,358,350,265,29.8,82,HAZARDOUS
2026-02-25 02:55:00,385,360,260,29.6,85,HAZARDOUS
2026-02-25 02:56:00,386,320,315,34.0,81,HAZARDOUS
2026-02-25 02:57:00,343,252,304,34.9,83,HAZARDOUS
2026-02-25 02:58:00,365,390,295,32.9,77,HAZARDOUS
2026-02-25 02:59:00,420,258,213,31.3,81,HAZARDOUS
2026-02-25 03:00:00,366,230,317,34.3,73,HAZARDOUS
2026-02-25 03:01:00,438,265,312,31.9,85,HAZARDOUS
2026-02-25 03:02:00,368,376,208,33.2,91,HAZARDOUS
2026-02-25 03:03:00,422,437,243,33.9,84,HAZARDOUS
2026-02-25 03:04:00,454,309,250,34.6,82,HAZARDOUS
2026-02-25 03:05:00,295,281,300,34.8,85,HAZARDOUS
2026-02-25 03:06:00,459,235,247,31.4,84,HAZARDOUS
2026-02-25 03:07:00,385,348,247,32.3,84,HAZARDOUS
2026-02-25 03:08:00,324,303,262,31.7,85,HAZARDOUS
2026-02-25 03:09:00,384,286,333,29.7,80,HAZARDOUS
2026-02-25 03:10:00,546,252,202,33.5,72,HAZARDOUS
2026-02-25 03:11:00,365,428,192,28.0,76,HAZARDOUS
2026-02-25 03:12:00,433,371,244,33.4,93,HAZARDOUS
2026-02-25 03:13:00,487,296,154,30.4,82,HAZARDOUS
2026-02-25 03:14:00,364,299,325,34.5,83,HAZARDOUS
2026-02-25 03:15:00,445,329,273,33.8,85,HAZARDOUS
2026-02-25 03:16:00,503,230,244,31.7,87,HAZARDOUS
2026-02-25 03:17:00,456,308,198,33.7,89,HAZARDOUS
2026-02-25 03:18:00,263,309,190,30.7,79,HAZARDOUS
2026-02-25 03:19:00,428,316,205,33.8,76,HAZARDOUS
2026-02-25 03:20:00,399,265,251,33.0,88,HAZARDOUS
2026-02-25 03:21:00,460,305,285,31.1,86,HAZARDOUS
2026-02-25 03:22:00,406,304,179,32.7,87,HAZARDOUS
2026-02-25 03:23:00,339,239,343,33.0,83,HAZARDOUS
2026-02-25 03:24:00,311,264,335,32.3,81,HAZARDOUS
2026-02-25 03:25:00,410,265,345,34.7,82,HAZARDOUS
2026-02-25 03:26:00,342,166,195,29.3,85,HAZARDOUS
2026-02-25 03:27:00,360,236,255,33.0,88,HAZARDOUS
2026-02-25 03:28:00,266,302,200,33.8,89,HAZARDOUS
2026-02-25 03:29:00,326,267,246,27.5,87,HAZARDOUS
2026-02-25 03:30:00,363,363,215,30.8,75,HAZARDOUS
2026-02-25 03:31:00,319,244,319,30.6,85,HAZARDOUS
2026-02-25 03:32:00,357,240,261,33.2,77,HAZARDOUS
2026-02-25 03:33:00,428,263,245,33.1,81,HAZARDOUS
2026-02-25 03:34:00,382,292,276,27.2,74,HAZARDOUS
2026-02-25 03:35:00,416,367,224,31.5,86,HAZARDOUS
2026-02-25 03:36:00,421,198,225,31.3,89,HAZARDOUS
2026-02-25 03:37:00,529,297,199,32.8,92,HAZARDOUS
2026-02-25 03:38:00,386,260,317,33.3,78,HAZARDOUS
2026-02-25 03:39:00,402,364,329,31.9,82,HAZARDOUS
2026-02-25 03:40:00,453,243,291,29.3,91,HAZARDOUS
2026-02-25 03:41:00,364,379,294,29.6,93,HAZARDOUS
2026-02-25 03:42:00,473,358,231,31.4,85,HAZARDOUS
2026-02-25 03:43:00,337,403,277,26.6,87,HAZARDOUS
2026-02-25 03:44:00,359,305,251,33.6,91,HAZARDOUS
2026-02-25 03:45:00,396,291,267,32.0,80,HAZARDOUS
2026-02-25 03:46:00,414,335,347,34.5,80,HAZARDOUS
2026-02-25 03:47:00,429,257,304,31.0,78,HAZARDOUS
2026-02-25 03:48:00,396,162,182,31.6,85,HAZARDOUS
2026-02-25 03:49:00,357,223,229,32.8,88,HAZARDOUS
2026-02-25 03:50:00,379,373,289,30.5,83,HAZARDOUS
2026-02-25 03:51:00,295,304,325,33.4,93,HAZARDOUS
2026-02-25 03:52:00,361,384,260,34.9,84,HAZARDOUS
2026-02-25 03:53:00,422,391,260,32.4,92,HAZARDOUS
2026-02-25 03:54:00,372,237,377,31.1,85,HAZARDOUS
2026-02-25 03:55:00,449,276,219,32.5,74,HAZARDOUS
2026-02-25 03:56:00,362,323,256,28.9,94,HAZARDOUS
2026-02-25 03:57:00,386,388,256,30.2,86,HAZARDOUS
2026-02-25 03:58:00,367,245,343,30.8,73,HAZARDOUS
2026-02-25 03:59:00,459,282,239,28.5,95,HAZARDOUS
2026-02-25 04:00:00,302,313,315,32.8,84,HAZARDOUS
2026-02-25 04:01:00,277,265,279,30.4,86,HAZARDOUS
2026-02-25 04:02:00,420,362,208,36.4,89,HAZARDOUS
2026-02-25 04:03:00,379,369,388,29.1,83,HAZARDOUS
2026-02-25 04:04:00,237,320,288,31.9,81,HAZARDOUS
2026-02-25 04:05:00,257,330,342,30.8,87,HAZARDOUS
2026-02-25 04:06:00,285,335,250,30.5,80,HAZARDOUS
2026-02-25 04:07:00,356,331,204,31.2,84,HAZARDOUS
2026-02-25 04:08:00,314,408,227,30.7,79,HAZARDOUS
2026-02-25 04:09:00,487,340,223,34.2,86,HAZARDOUS
2026-02-25 04:10:00,395,291,232,32.7,81,HAZARDOUS
2026-02-25 04:11:00,489,240,346,31.8,86,HAZARDOUS
2026-02-25 04:12:00,429,275,313,26.6,80,HAZARDOUS
2026-02-25 04:13:00,324,241,259,32.8,89,HAZARDOUS
2026-02-25 04:14:00,394,273,288,32.2,90,HAZARDOUS
2026-02-25 04:15:00,426,311,225,30.7,81,HAZARDOUS
2026-02-25 04:16:00,361,324,305,31.9,85,HAZARDOUS
2026-02-25 04:17:00,388,281,223,28.5,80,HAZARDOUS
2026-02-25 04:18:00,408,271,258,32.9,88,HAZARDOUS
2026-02-25 04:19:00,315,364,326,29.7,80,HAZARDOUS
2026-02-25 04:20:00,451,301,159,29.2,83,HAZARDOUS
2026-02-25 04:21:00,310,287,271,34.9,83,HAZARDOUS
2026-02-25 04:22:00,444,388,341,32.6,73,HAZARDOUS
2026-02-25 04:23:00,407,367,265,35.5,90,HAZARDOUS
2026-02-25 04:24:00,414,369,286,27.0,82,HAZARDOUS
2026-02-25 04:25:00,451,265,258,29.9,95,HAZARDOUS
2026-02-25 04:26:00,480,261,277,30.6,88,HAZARDOUS
2026-02-25 04:27:00,410,354,286,37.9,78,HAZARDOUS
2026-02-25 04:28:00,277,288,191,29.0,78,HAZARDOUS
2026-02-25 04:29:00,324,257,295,31.0,83,HAZARDOUS
2026-02-25 04:30:00,433,267,256,32.7,73,HAZARDOUS
2026-02-25 04:31:00,236,329,294,36.1,85,HAZARDOUS
2026-02-25 04:32:00,429,299,284,35.3,72,HAZARDOUS
2026-02-25 04:33:00,404,427,284,35.3,81,HAZARDOUS
2026-02-25 04:34:00,378,311,159,29.7,78,HAZARDOUS
2026-02-25 04:35:00,429,357,286,33.6,84,HAZARDOUS
2026-02-25 04:36:00,452,310,272,31.5,89,HAZARDOUS
2026-02-25 04:37:00,354,363,213,29.8,89,HAZARDOUS
2026-02-25 04:38:00,374,285,314,30.8,83,HAZARDOUS
2026-02-25 04:39:00,463,394,348,31.4,92,HAZARDOUS
2026-02-25 04:40:00,323,260,152,35.3,79,HAZARDOUS
2026-02-25 04:41:00,372,259,304,31.2,77,HAZARDOUS
2026-02-25 04:42:00,406,231,228,27.8,76,HAZARDOUS
2026-02-25 04:43:00,390,201,195,32.0,81,HAZARDOUS
2026-02-25 04:44:00,499,410,226,33.1,89,HAZARDOUS
2026-02-25 04:45:00,344,227,269,31.7,82,HAZARDOUS
2026-02-25 04:46:00,406,268,212,32.2,87,HAZARDOUS
2026-02-25 04:47:00,309,361,181,30.8,83,HAZARDOUS
2026-02-25 04:48:00,341,278,363,30.3,99,HAZARDOUS
2026-02-25 04:49:00,406,315,293,37.1,79,HAZARDOUS
2026-02-25 04:50:00,312,268,271,28.5,85,HAZARDOUS
2026-02-25 04:51:00,481,318,255,30.8,90,HAZARDOUS
2026-02-25 04:52:00,330,411,366,32.5,84,HAZARDOUS
2026-02-25 04:53:00,441,370,229,30.9,77,HAZARDOUS
2026-02-25 04:54:00,404,346,202,31.1,76,HAZARDOUS
2026-02-25 04:55:00,326,340,233,31.4,75,HAZARDOUS
2026-02-25 04:56:00,391,307,233,31.6,86,HAZARDOUS
2026-02-25 04:57:00,331,228,360,30.7,84,HAZARDOUS
2026-02-25 04:58:00,440,504,207,32.9,80,HAZARDOUS
2026-02-25 04:59:00,347,270,213,31.9,76,HAZARDOUS
2026-02-25 05:00:00,436,313,291,31.1,82,HAZARDOUS
2026-02-25 05:01:00,397,245,252,30.3,79,HAZARDOUS
2026-02-25 05:02:00,253,383,235,34.3,91,HAZARDOUS
2026-02-25 05:03:00,302,250,398,35.5,84,HAZARDOUS
2026-02-25 05:04:00,395,275,291,30.6,72,HAZARDOUS
2026-02-25 05:05:00,300,311,213,31.9,78,HAZARDOUS
2026-02-25 05:06:00,333,356,282,32.0,90,HAZARDOUS
2026-02-25 05:07:00,408,389,247,31.1,77,HAZARDOUS
2026-02-25 05:08:00,354,363,334,33.9,74,HAZARDOUS
2026-02-25 05:09:00,444,208,314,31.3,89,HAZARDOUS
2026-02-25 05:10:00,300,374,196,30.7,79,HAZARDOUS
2026-02-25 05:11:00,274,315,360,37.3,85,HAZARDOUS
2026-02-25 05:12:00,447,322,294,31.3,86,HAZARDOUS
2026-02-25 05:13:00,412,278,266,31.9,89,HAZARDOUS
2026-02-25 05:14:00,316,307,365,34.3,93,HAZARDOUS
2026-02-25 05:15:00,381,327,320,35.1,73,HAZARDOUS
2026-02-25 05:16:00,301,382,256,30.7,77,HAZARDOUS
2026-02-25 05:17:00,346,232,374,32.0,84,HAZARDOUS
2026-02-25 05:18:00,415,362,317,34.1,81,HAZARDOUS
2026-02-25 05:19:00,362,352,243,32.0,87,HAZARDOUS
2026-02-25 05:20:00,427,212,305,31.5,89,HAZARDOUS
2026-02-25 05:21:00,426,398,337,34.7,93,HAZARDOUS
2026-02-25 05:22:00,397,311,313,33.5,83,HAZARDOUS
2026-02-25 05:23:00,404,308,227,34.6,85,HAZARDOUS
2026-02-25 05:24:00,502,220,242,32.1,91,HAZARDOUS
2026-02-25 05:25:00,403,327,213,29.7,86,HAZARDOUS
2026-02-25 05:26:00,298,280,295,30.0,94,HAZARDOUS
2026-02-25 05:27:00,453,223,223,27.4,80,HAZARDOUS
2026-02-25 05:28:00,425,287,293,29.0,89,HAZARDOUS
2026-02-25 05:29:00,346,310,265,29.5,78,HAZARDOUS
2026-02-25 05:30:00,438,331,322,32.6,85,HAZARDOUS
2026-02-25 05:31:00,276,295,268,35.9,89,HAZARDOUS
2026-02-25 05:32:00,472,342,234,32.2,86,HAZARDOUS
2026-02-25 05:33:00,323,288,259,35.2,72,HAZARDOUS
2026-02-25 05:34:00,452,258,201,34.4,89,HAZARDOUS
2026-02-25 05:35:00,455,354,372,33.1,84,HAZARDOUS
2026-02-25 05:36:00,400,378,231,30.7,83,HAZARDOUS
2026-02-25 05:37:00,253,317,175,32.1,90,HAZARDOUS
2026-02-25 05:38:00,351,402,196,34.4,89,HAZARDOUS
2026-02-25 05:39:00,277,459,266,30.2,76,HAZARDOUS
2026-02-25 05:40:00,366,302,275,31.4,88,HAZARDOUS
2026-02-25 05:41:00,356,203,262,27.3,87,HAZARDOUS
2026-02-25 05:42:00,321,318,335,30.1,91,HAZARDOUS
2026-02-25 05:43:00,353,406,251,30.3,89,HAZARDOUS
2026-02-25 05:44:00,353,263,246,31.9,93,HAZARDOUS
2026-02-25 05:45:00,263,311,301,32.4,92,HAZARDOUS
2026-02-25 05:46:00,375,299,299,32.2,82,HAZARDOUS
2026-02-25 05:47:00,410,274,239,30.9,93,HAZARDOUS
2026-02-25 05:48:00,186,331,271,28.6,86,HAZARDOUS
2026-02-25 05:49:00,408,342,137,34.7,80,HAZARDOUS
2026-02-25 05:50:00,421,350,226,33.3,82,HAZARDOUS
2026-02-25 05:51:00,255,374,231,30.3,82,HAZARDOUS
2026-02-25 05:52:00,396,306,297,29.3,80,HAZARDOUS
2026-02-25 05:53:00,373,414,264,34.2,85,HAZARDOUS
2026-02-25 05:54:00,350,296,261,33.2,93,HAZARDOUS
2026-02-25 05:55:00,401,375,221,31.2,80,HAZARDOUS
2026-02-25 05:56:00,398,290,306,30.1,85,HAZARDOUS
2026-02-25 05:57:00,421,196,376,31.4,72,HAZARDOUS
2026-02-25 05:58:00,389,311,265,34.0,89,HAZARDOUS
2026-02-25 05:59:00,397,334,264,35.6,76,HAZARDOUS
2026-02-25 06:00:00,388,313,310,30.3,74,HAZARDOUS
2026-02-25 06:01:00,389,325,344,29.5,91,HAZARDOUS
2026-02-25 06:02:00,522,289,205,31.2,85,HAZARDOUS
2026-02-25 06:03:00,413,277,347,29.8,74,HAZARDOUS
2026-02-25 06:04:00,446,184,259,38.2,84,HAZARDOUS
2026-02-25 06:05:00,312,306,267,32.3,88,HAZARDOUS
2026-02-25 06:06:00,317,402,282,33.5,81,HAZARDOUS
2026-02-25 06:07:00,457,295,283,30.1,79,HAZARDOUS
2026-02-25 06:08:00,421,285,227,30.7,89,HAZARDOUS
2026-02-25 06:09:00,342,303,270,28.2,76,HAZARDOUS
2026-02-25 06:10:00,400,269,322,33.9,89,HAZARDOUS
2026-02-25 06:11:00,489,305,302,30.8,99,HAZARDOUS
2026-02-25 06:12:00,499,310,289,34.7,84,HAZARDOUS
2026-02-25 06:13:00,340,358,273,32.4,79,HAZARDOUS
2026-02-25 06:14:00,276,322,315,31.5,93,HAZARDOUS
2026-02-25 06:15:00,337,251,266,31.8,89,HAZARDOUS
2026-02-25 06:16:00,333,385,368,31.9,92,HAZARDOUS
2026-02-25 06:17:00,316,369,322,33.7,84,HAZARDOUS
2026-02-25 06:18:00,202,274,238,30.0,85,HAZARDOUS
2026-02-25 06:19:00,354,264,217,30.6,91,HAZARDOUS
2026-02-25 06:20:00,340,281,247,32.7,87,HAZARDOUS
2026-02-25 06:21:00,197,366,341,29.9,79,HAZARDOUS
2026-02-25 06:22:00,352,268,281,28.1,78,HAZARDOUS
2026-02-25 06:23:00,472,258,332,32.7,74,HAZARDOUS
2026-02-25 06:24:00,418,303,247,32.5,87,HAZARDOUS
2026-02-25 06:25:00,422,374,290,29.2,82,HAZARDOUS
2026-02-25 06:26:00,556,349,388,34.8,86,HAZARDOUS
2026-02-25 06:27:00,398,307,183,32.0,92,HAZARDOUS
2026-02-25 06:28:00,344,332,312,30.2,82,HAZARDOUS
2026-02-25 06:29:00,318,264,205,30.2,93,HAZARDOUS
2026-02-25 06:30:00,325,316,244,34.4,92,HAZARDOUS
2026-02-25 06:31:00,431,326,258,29.6,96,HAZARDOUS
2026-02-25 06:32:00,334,346,322,30.9,91,HAZARDOUS
2026-02-25 06:33:00,425,405,246,29.4,81,HAZARDOUS
2026-02-25 06:34:00,392,313,250,28.2,87,HAZARDOUS
2026-02-25 06:35:00,498,335,300,33.1,87,HAZARDOUS
2026-02-25 06:36:00,435,331,254,30.4,83,HAZARDOUS
2026-02-25 06:37:00,398,292,285,32.9,89,HAZARDOUS
2026-02-25 06:38:00,456,314,204,31.3,85,HAZARDOUS
2026-02-25 06:39:00,269,386,277,32.8,93,HAZARDOUS
2026-02-25 06:40:00,342,341,264,31.6,80,HAZARDOUS
2026-02-25 06:41:00,479,289,304,28.2,92,HAZARDOUS
2026-02-25 06:42:00,443,315,258,32.8,98,HAZARDOUS
2026-02-25 06:43:00,274,353,224,32.0,83,HAZARDOUS
2026-02-25 06:44:00,354,309,213,34.1,74,HAZARDOUS
2026-02-25 06:45:00,412,292,211,32.4,75,HAZARDOUS
2026-02-25 06:46:00,382,231,293,30.2,82,HAZARDOUS
2026-02-25 06:47:00,397,267,267,29.0,88,HAZARDOUS
2026-02-25 06:48:00,485,463,274,33.6,74,HAZARDOUS
2026-02-25 06:49:00,470,352,245,34.5,83,HAZARDOUS
2026-02-25 06:50:00,352,336,216,34.0,78,HAZARDOUS
2026-02-25 06:51:00,316,259,307,30.8,76,HAZARDOUS
2026-02-25 06:52:00,343,308,210,29.7,97,HAZARDOUS
2026-02-25 06:53:00,328,292,251,31.2,88,HAZARDOUS
2026-02-25 06:54:00,436,293,208,34.5,84,HAZARDOUS
2026-02-25 06:55:00,483,186,279,35.8,82,HAZARDOUS
2026-02-25 06:56:00,366,326,242,31.4,82,HAZARDOUS
2026-02-25 06:57:00,342,377,293,32.5,89,HAZARDOUS
2026-02-25 06:58:00,364,267,239,32.0,78,HAZARDOUS
2026-02-25 06:59:00,349,281,376,26.5,83,HAZARDOUS
2026-02-25 07:00:00,483,316,307,32.2,80,HAZARDOUS
2026-02-25 07:01:00,245,321,231,30.4,82,HAZARDOUS
2026-02-25 07:02:00,484,442,280,31.1,77,HAZARDOUS
2026-02-25 07:03:00,408,408,257,27.2,89,HAZARDOUS
2026-02-25 07:04:00,439,222,278,32.9,84,HAZARDOUS
2026-02-25 07:05:00,332,365,249,29.0,72,HAZARDOUS
2026-02-25 07:06:00,455,343,274,31.1,81,HAZARDOUS
2026-02-25 07:07:00,315,286,163,30.5,83,HAZARDOUS
2026-02-25 07:08:00,416,307,309,34.7,91,HAZARDOUS
2026-02-25 07:09:00,408,310,220,33.5,95,HAZARDOUS
2026-02-25 07:10:00,400,415,193,29.7,90,HAZARDOUS
2026-02-25 07:11:00,395,382,269,30.3,83,HAZARDOUS
2026-02-25 07:12:00,288,247,318,33.7,87,HAZARDOUS
2026-02-25 07:13:00,276,290,208,34.4,81,HAZARDOUS
2026-02-25 07:14:00,314,311,237,35.0,80,HAZARDOUS
2026-02-25 07:15:00,296,191,268,30.9,76,HAZARDOUS
2026-02-25 07:16:00,451,346,268,34.7,88,HAZARDOUS
2026-02-25 07:17:00,330,252,310,32.8,86,HAZARDOUS
2026-02-25 07:18:00,329,343,232,31.8,93,HAZARDOUS
2026-02-25 07:19:00,340,223,217,34.0,86,HAZARDOUS
2026-02-25 07:20:00,372,281,294,30.3,86,HAZARDOUS
2026-02-25 07:21:00,336,260,238,31.2,84,HAZARDOUS
2026-02-25 07:22:00,394,107,229,31.2,94,HAZARDOUS
2026-02-25 07:23:00,315,318,344,29.4,87,HAZARDOUS
2026-02-25 07:24:00,331,282,229,30.5,100,HAZARDOUS
2026-02-25 07:25:00,430,370,294,28.8,87,HAZARDOUS
2026-02-25 07:26:00,444,263,318,33.4,96,HAZARDOUS
2026-02-25 07:27:00,354,249,251,34.9,74,HAZARDOUS
2026-02-25 07:28:00,255,314,247,32.0,90,HAZARDOUS
2026-02-25 07:29:00,346,206,372,30.0,78,HAZARDOUS
2026-02-25 07:30:00,446,288,266,33.0,91,HAZARDOUS
2026-02-25 07:31:00,359,393,163,33.5,79,HAZARDOUS
2026-02-25 07:32:00,462,317,236,33.3,90,HAZARDOUS
2026-02-25 07:33:00,418,253,245,32.0,84,HAZARDOUS
2026-02-25 07:34:00,424,199,286,31.4,79,HAZARDOUS
2026-02-25 07:35:00,335,298,89,30.6,79,HAZARDOUS
